Network,Station,CoveredEpicentralDistances,UncoveredEpicentralDistances,EpiDistRatio,Accepted,faceLon,faceLat,AcceptedNumeric,nrec,BazRatio,AvgSNR
TA,H64A,11,50,0.180327868852459,No,-69.2,44.6,0,19,0.0415512465373961,15.35226427863
TA,H65A,15,46,0.245901639344262,No,-68.2,44.7,0,19,0.0470914127423823,15.9168383019255
TA,H66A,15,46,0.245901639344262,Yes,-67.3,44.8,1,22,0.0526315789473684,13.5228967171326
TA,HARP,32,29,0.524590163934426,No,-145.2,62.4,0,61,0.124653739612188,13.1002324446473
TA,HAST,7,54,0.114754098360656,No,-121.6,36.4,0,9,0.0221606648199446,9.8583949206754
TA,HATC,9,52,0.147540983606557,No,-121.5,40.8,0,10,0.0221606648199446,10.6649974401777
TA,HDA,31,30,0.508196721311475,No,-146.9,64.4,0,54,0.10803324099723,15.5244585076589
TA,HELL,11,50,0.180327868852459,No,-119.0,36.7,0,16,0.0415512465373961,15.5361487926426
TA,I02A,18,43,0.295081967213115,No,-123.8,44.0,0,20,0.0470914127423823,11.3493190512602
TA,I03A,15,46,0.245901639344262,No,-123.3,44.0,0,18,0.0470914127423823,14.3881504640194
TA,I04A,46,15,0.754098360655738,No,-122.4,43.8,0,104,0.155124653739612,12.8636157340062
TA,I05A,13,48,0.213114754098361,Yes,-121.3,44.2,1,15,0.03601108033241,12.1419970193374
TA,I06A,17,44,0.278688524590164,Yes,-120.2,43.9,1,25,0.0637119113573407,13.0629640115901
TA,I07A,21,40,0.344262295081967,Yes,-119.5,44.1,1,31,0.0692520775623269,13.3146896105721
TA,I08A,25,36,0.409836065573771,No,-118.6,43.9,0,40,0.0775623268698061,15.1764522441682
TA,I09A,18,43,0.295081967213115,No,-117.7,44.0,0,29,0.0581717451523546,13.6005280978556
TA,I10A,10,51,0.163934426229508,No,-116.8,44.1,0,10,0.0249307479224377,11.5021479849773
TA,I11A,19,42,0.311475409836066,No,-116.0,43.9,0,25,0.0498614958448753,16.1682946492424
TA,I12A,35,26,0.573770491803279,Yes,-115.1,43.8,1,49,0.0831024930747922,15.529768473138
TA,I13A,33,28,0.540983606557377,No,-114.1,43.9,0,55,0.0831024930747922,16.8933203814111
TA,I14A,29,32,0.475409836065574,No,-113.5,43.9,0,42,0.07202216066482,18.1489967323101
TA,I15A,23,38,0.377049180327869,No,-112.5,44.0,0,33,0.0637119113573407,14.8193448307662
TA,I16A,21,40,0.344262295081967,No,-111.5,43.9,0,24,0.0526315789473684,17.9622328501498
TA,I17A,34,27,0.557377049180328,No,-110.6,43.9,0,49,0.0969529085872576,11.3776059966507
TA,I17K,42,19,0.688524590163934,Yes,-160.7,63.9,1,85,0.166204986149584,14.3840175453961
TA,I18A,29,32,0.475409836065574,No,-109.8,43.7,0,43,0.0858725761772853,14.6502576945254
TA,I19A,23,38,0.377049180327869,No,-109.0,44.0,0,27,0.0554016620498615,12.262755020643
TA,I20A,22,39,0.360655737704918,No,-108.1,43.9,0,26,0.0581717451523546,9.56596027224361
TA,I20K,36,25,0.590163934426229,No,-154.5,64.8,0,63,0.130193905817175,10.9034147515963
TA,I21A,32,29,0.524590163934426,No,-107.3,43.8,0,49,0.0858725761772853,12.9365290658815
TA,I21K,43,18,0.704918032786885,No,-152.0,65.2,0,100,0.177285318559557,13.3639174835846
TA,I22A,14,47,0.229508196721311,No,-106.5,43.9,0,18,0.038781163434903,9.507557774281
TA,I23A,7,54,0.114754098360656,No,-105.5,44.0,0,10,0.0221606648199446,8.68962075447137
TA,I23K,46,15,0.754098360655738,Yes,-149.4,65.1,1,129,0.210526315789474,16.1903481849906
TA,I24A,14,47,0.229508196721311,No,-104.6,43.9,0,17,0.03601108033241,8.86377213166777
TA,I25A,34,27,0.557377049180328,No,-103.7,44.0,0,46,0.0831024930747922,12.7972025751719
TA,I26A,14,47,0.229508196721311,No,-102.9,44.0,0,17,0.0415512465373961,9.58799782844467
TA,I26K,32,29,0.524590163934426,No,-143.2,65.3,0,57,0.124653739612188,16.6231580168588
TA,I27A,13,48,0.213114754098361,Yes,-102.1,44.1,1,17,0.038781163434903,10.1851093605824
TA,I27K,40,21,0.655737704918033,No,-141.6,65.6,0,85,0.146814404432133,15.0678716363614
TA,I28A,15,46,0.245901639344262,No,-101.2,44.0,0,20,0.0443213296398892,10.9298433742536
TA,I28M,48,13,0.786885245901639,No,-139.9,65.4,0,105,0.160664819944598,15.9886767341234
TA,I29A,11,50,0.180327868852459,No,-100.3,44.0,0,14,0.0249307479224377,13.2499316695481
TA,I29M,39,22,0.639344262295082,No,-138.3,65.4,0,61,0.110803324099723,17.1321398792074
TA,I30A,14,47,0.229508196721311,No,-99.4,43.9,0,23,0.0304709141274238,11.5476205328028
TA,I30M,50,11,0.819672131147541,No,-136.4,65.2,0,106,0.14404432132964,16.4522346476049
TA,I31A,12,49,0.19672131147541,No,-98.5,44.0,0,16,0.0304709141274238,12.4336212304338
TA,I32A,18,43,0.295081967213115,No,-97.5,44.0,0,28,0.0470914127423823,12.1184316012836
TA,I33A,21,40,0.344262295081967,No,-96.8,44.0,0,37,0.0498614958448753,13.1772537511847
TA,I34A,17,44,0.278688524590164,No,-95.9,44.0,0,24,0.0415512465373961,13.310745880708
TA,I35A,16,45,0.262295081967213,No,-95.0,43.9,0,24,0.0443213296398892,12.5677207498506
TA,I36A,12,49,0.19672131147541,No,-94.0,44.0,0,19,0.0415512465373961,14.5682628792587
TA,I37A,11,50,0.180327868852459,Yes,-93.4,44.0,1,14,0.0304709141274238,13.5461960686326
TA,I38A,18,43,0.295081967213115,No,-92.3,44.0,0,27,0.0470914127423823,12.8622450563614
TA,I39A,11,50,0.180327868852459,No,-91.5,43.9,0,14,0.0304709141274238,19.2462776331831
TA,I40A,18,43,0.295081967213115,No,-90.6,43.9,0,19,0.0443213296398892,18.4288880806474
TA,I41A,17,44,0.278688524590164,No,-89.9,44.1,0,21,0.0498614958448753,17.2560501871823
TA,I42A,26,35,0.426229508196721,No,-88.9,43.9,0,32,0.07202216066482,18.9195745400234
TA,I43A,23,38,0.377049180327869,No,-88.1,43.9,0,26,0.0637119113573407,18.8518532031049
TA,I45A,19,42,0.311475409836066,No,-86.2,44.0,0,22,0.0498614958448753,11.5020052217795
TA,I46A,16,45,0.262295081967213,No,-85.4,43.9,0,18,0.0470914127423823,13.6508607979842
TA,I47A,18,43,0.295081967213115,No,-84.5,44.0,0,23,0.0526315789473684,12.9594879595698
TA,I48A,16,45,0.262295081967213,No,-83.7,44.2,0,23,0.0581717451523546,14.3297483167615
TA,I49A,17,44,0.278688524590164,No,-82.8,43.9,0,29,0.0609418282548476,14.154469494744
TA,I51A,20,41,0.327868852459016,No,-81.0,43.8,0,37,0.0803324099722992,13.7438459401122
TA,I52A,9,52,0.147540983606557,Yes,-80.2,44.1,1,13,0.0304709141274238,8.86919656175952
TA,I53A,10,51,0.163934426229508,No,-79.6,43.8,0,13,0.0277008310249307,13.3640526273261
TA,I55A,20,41,0.327868852459016,No,-77.7,44.2,0,39,0.0914127423822715,13.0206886129347
TA,I57A,16,45,0.262295081967213,Yes,-75.7,43.9,1,24,0.0498614958448753,14.8395820209834
TA,I58A,14,47,0.229508196721311,No,-75.0,43.7,0,20,0.0415512465373961,14.8496159367033
TA,I59A,18,43,0.295081967213115,No,-73.9,43.8,0,27,0.0609418282548476,14.0273691022611
TA,I60A,16,45,0.262295081967213,Yes,-73.3,43.8,1,23,0.0498614958448753,13.7916900326876
TA,I61A,11,50,0.180327868852459,Yes,-72.2,43.9,1,16,0.03601108033241,18.0822579715447
TA,I62A,16,45,0.262295081967213,Yes,-71.3,43.9,1,20,0.0443213296398892,14.4692779016801
TA,I63A,16,45,0.262295081967213,Yes,-70.6,44.1,1,25,0.0443213296398892,13.8390976139788
TA,I64A,12,49,0.19672131147541,Yes,-69.6,43.9,1,17,0.038781163434903,12.6584798725845
TA,J02A,18,43,0.295081967213115,Yes,-123.6,43.4,1,18,0.0415512465373961,10.7343890368678
TA,J03A,11,50,0.180327868852459,Yes,-123.0,43.4,1,12,0.0277008310249307,10.8002103350785
TA,J04A,13,48,0.213114754098361,No,-122.1,43.2,0,15,0.0332409972299169,12.980655351341
TA,J05A,17,44,0.278688524590164,No,-121.2,43.3,0,20,0.0470914127423823,13.4377838309125
TA,J06A,19,42,0.311475409836066,Yes,-120.2,43.3,1,23,0.0498614958448753,14.7932132345298
TA,J07A,17,44,0.278688524590164,No,-119.3,43.4,0,23,0.0470914127423823,17.7584506921225
TA,J08A,25,36,0.409836065573771,Yes,-118.5,43.4,1,43,0.0831024930747922,16.6184735454148
TA,J09A,24,37,0.39344262295082,No,-117.8,43.3,0,36,0.0637119113573407,14.4878053726088
TA,J10A,27,34,0.442622950819672,No,-116.8,43.4,0,40,0.074792243767313,16.1537305567254
TA,J11A,37,24,0.60655737704918,No,-115.8,43.4,0,63,0.105263157894737,16.9667768536224
TA,J12A,23,38,0.377049180327869,No,-115.1,43.3,0,34,0.0637119113573407,15.0612057904815
TA,J13A,32,29,0.524590163934426,No,-114.2,43.4,0,51,0.0858725761772853,16.5667846186993
TA,J14A,22,39,0.360655737704918,No,-113.5,43.3,0,29,0.0609418282548476,15.7371640446151
TA,J14K,41,20,0.672131147540984,No,-163.6,62.7,0,79,0.149584487534626,15.3980739434549
TA,J15A,21,40,0.344262295081967,No,-112.4,43.4,0,30,0.0554016620498615,16.8144681598024
TA,J16A,15,46,0.245901639344262,Yes,-111.6,43.3,1,21,0.0470914127423823,14.5774588422244
TA,J16K,46,15,0.754098360655738,Yes,-160.6,63.3,1,102,0.177285318559557,15.3431335036713
TA,J17A,18,43,0.295081967213115,No,-110.7,43.4,0,25,0.0526315789473684,14.3045832020573
TA,J17K,39,22,0.639344262295082,No,-159.1,63.4,0,73,0.141274238227147,15.4263640532767
TA,J18A,18,43,0.295081967213115,Yes,-110.0,43.2,1,26,0.0526315789473684,17.4969269320439
TA,J18K,35,26,0.573770491803279,No,-156.7,63.5,0,75,0.141274238227147,14.8290658373548
TA,J19A,24,37,0.39344262295082,No,-109.1,43.3,0,30,0.0664819944598338,14.8510658004224
TA,J19K,44,17,0.721311475409836,Yes,-155.6,64.0,1,82,0.160664819944598,14.7070850983763
TA,J20A,22,39,0.360655737704918,No,-108.1,43.4,0,26,0.0554016620498615,11.7278281877654
TA,J20K,51,10,0.836065573770492,No,-154.1,64.2,0,159,0.213296398891967,17.3134606019352
TA,J21A,22,39,0.360655737704918,No,-107.4,43.3,0,26,0.0609418282548476,14.9438574200016
TA,J22A,28,33,0.459016393442623,No,-106.5,43.4,0,38,0.0664819944598338,11.8614524209572
TA,J23A,12,49,0.19672131147541,No,-105.6,43.4,0,14,0.03601108033241,10.4073754129517
TA,J24A,12,49,0.19672131147541,No,-104.7,43.3,0,16,0.0332409972299169,10.2060346966791
TA,J25A,23,38,0.377049180327869,No,-103.8,43.4,0,32,0.074792243767313,10.4160597507322
TA,J25K,45,16,0.737704918032787,No,-145.4,64.6,0,106,0.174515235457064,15.2955445240733
TA,J26A,18,43,0.295081967213115,No,-103.1,43.3,0,22,0.0498614958448753,12.1432144037534
TA,J26K,1,60,0.0163934426229508,No,-143.8,64.6,0,1,0.002770083102493,3.21874896298028
TA,J26L,46,15,0.754098360655738,Yes,-143.6,64.5,1,112,0.182825484764543,15.9549883977637
TA,J27A,11,50,0.180327868852459,No,-102.0,43.3,0,13,0.03601108033241,13.1083722787368
TA,J28A,19,42,0.311475409836066,No,-101.2,43.4,0,23,0.0526315789473684,9.0232901018546
TA,J29A,12,49,0.19672131147541,No,-100.3,43.4,0,13,0.0304709141274238,10.7111978561717
TA,J29M,19,42,0.311475409836066,No,-138.2,64.5,0,31,0.0692520775623269,14.0293453262489
TA,J29N,28,33,0.459016393442623,No,-138.2,64.5,0,48,0.102493074792244,15.1485820106277
TA,J30A,16,45,0.262295081967213,No,-99.5,43.3,0,27,0.0443213296398892,12.8978467972289
TA,J30M,48,13,0.786885245901639,No,-136.3,64.6,0,104,0.168975069252078,13.5906375791337
TA,J31A,14,47,0.229508196721311,No,-98.7,43.3,0,22,0.038781163434903,11.8301919044717
TA,J32A,18,43,0.295081967213115,No,-97.8,43.4,0,28,0.03601108033241,12.070603605027
TA,J33A,12,49,0.19672131147541,No,-97.0,43.3,0,20,0.03601108033241,11.1287895304441
TA,J34A,10,51,0.163934426229508,No,-96.0,43.3,0,10,0.0249307479224377,14.6663483244943
TA,J35A,10,51,0.163934426229508,No,-95.2,43.4,0,14,0.0304709141274238,11.7535255800795
TA,J36A,14,47,0.229508196721311,No,-94.3,43.3,0,19,0.0415512465373961,17.4816571836114
TA,J37A,11,50,0.180327868852459,No,-93.6,43.3,0,14,0.0332409972299169,13.9030760152171
TA,J38A,10,51,0.163934426229508,No,-92.5,43.3,0,13,0.0304709141274238,14.6321420478825
TA,J39A,17,44,0.278688524590164,Yes,-91.7,43.3,1,19,0.038781163434903,20.0719498524407
TA,J40A,11,50,0.180327868852459,No,-90.7,43.4,0,11,0.0277008310249307,19.2507316217882
TA,J41A,15,46,0.245901639344262,Yes,-90.0,43.4,1,18,0.0415512465373961,20.8874476518091
TA,J42A,16,45,0.262295081967213,Yes,-89.1,43.3,1,18,0.0415512465373961,21.7378088875046
TA,J43A,20,41,0.327868852459016,Yes,-88.4,43.4,1,24,0.0554016620498615,18.2560207529985
TA,J45A,11,50,0.180327868852459,No,-86.4,43.4,0,11,0.0221606648199446,13.9309489730359
TA,J46A,15,46,0.245901639344262,No,-85.6,43.3,0,17,0.03601108033241,12.4725871182657
TA,J47A,17,44,0.278688524590164,No,-84.8,43.2,0,23,0.0470914127423823,13.7283730733329
TA,J48A,16,45,0.262295081967213,No,-83.8,43.3,0,21,0.0554016620498615,12.0044609359054
TA,J49A,17,44,0.278688524590164,No,-83.1,43.4,0,22,0.0526315789473684,14.7363128749415
TA,J52A,19,42,0.311475409836066,No,-80.5,43.2,0,26,0.0609418282548476,14.4251898422709
TA,J54A,15,46,0.245901639344262,Yes,-78.6,43.3,1,26,0.0554016620498615,14.2591738438264
TA,J55A,19,42,0.311475409836066,Yes,-77.8,43.3,1,32,0.0692520775623269,13.2327584105371
TA,J56A,16,45,0.262295081967213,No,-76.9,43.3,0,28,0.0609418282548476,13.2041556438366
TA,J57A,14,47,0.229508196721311,No,-76.0,43.4,0,20,0.0443213296398892,13.5210697818209
TA,J58A,19,42,0.311475409836066,No,-75.3,43.4,0,27,0.0581717451523546,13.8165673484913
TA,J59A,16,45,0.262295081967213,No,-74.5,43.5,0,26,0.0581717451523546,14.8561911294352
TA,J60A,18,43,0.295081967213115,No,-73.4,43.2,0,28,0.0637119113573407,16.3450233913618
TA,J61A,15,46,0.245901639344262,No,-72.6,43.3,0,21,0.038781163434903,16.2995079577008
TA,J62A,18,43,0.295081967213115,Yes,-71.8,43.2,1,26,0.0526315789473684,14.8737383464695
TA,J63A,13,48,0.213114754098361,No,-71.1,43.3,0,20,0.0470914127423823,16.4527949626908
TA,K01A,11,50,0.180327868852459,Yes,-124.5,42.8,1,11,0.0277008310249307,10.3505396614602
TA,K02A,13,48,0.213114754098361,No,-123.5,42.8,0,14,0.03601108033241,15.4253749183782
TA,K04A,11,50,0.180327868852459,No,-121.7,42.6,0,14,0.03601108033241,12.107301306201
TA,K05A,25,36,0.409836065573771,Yes,-120.9,42.7,1,45,0.0858725761772853,13.3565393486896
TA,K06A,18,43,0.295081967213115,Yes,-120.3,42.8,1,23,0.0554016620498615,19.42951995519
TA,K07A,26,35,0.426229508196721,Yes,-119.2,42.7,1,31,0.0526315789473684,15.5499633748697
TA,K08A,24,37,0.39344262295082,Yes,-118.5,42.7,1,34,0.0609418282548476,15.522538515764
TA,K09A,15,46,0.245901639344262,No,-117.7,42.7,0,20,0.0415512465373961,17.9936796843541
TA,K10A,30,31,0.491803278688525,No,-116.9,42.8,0,44,0.0831024930747922,17.1452615220794
TA,K11A,20,41,0.327868852459016,Yes,-116.0,42.8,1,27,0.0581717451523546,15.6987752341925
TA,K12A,27,34,0.442622950819672,Yes,-114.9,42.6,1,37,0.0609418282548476,17.8631710067427
TA,K13A,27,34,0.442622950819672,Yes,-114.1,42.6,1,35,0.0637119113573407,15.3084353741026
TA,K13K,41,20,0.672131147540984,Yes,-164.7,61.9,1,88,0.152354570637119,15.2480920958457
TA,K14A,28,33,0.459016393442623,No,-113.2,42.5,0,38,0.0664819944598338,18.9723620487448
TA,K15A,20,41,0.327868852459016,No,-112.5,42.7,0,25,0.0443213296398892,18.7280388811086
TA,K15K,42,19,0.688524590163934,No,-161.5,62.3,0,95,0.166204986149584,16.7803034581686
TA,K16A,29,32,0.475409836065574,No,-111.6,42.8,0,58,0.0775623268698061,14.3608116767828
TA,K17A,16,45,0.262295081967213,No,-110.9,42.8,0,24,0.0470914127423823,13.2379831743655
TA,K17K,45,16,0.737704918032787,No,-158.3,62.7,0,99,0.168975069252078,14.1752777964917
TA,K18A,15,46,0.245901639344262,Yes,-110.0,42.6,1,18,0.038781163434903,17.1687109321545
TA,K19A,29,32,0.475409836065574,No,-108.8,42.8,0,44,0.0775623268698061,15.141089183095
TA,K20A,24,37,0.39344262295082,No,-108.3,42.7,0,30,0.0609418282548476,14.2644389759876
TA,K20K,44,17,0.721311475409836,No,-154.1,63.4,0,126,0.202216066481994,17.1628311311596
TA,K21A,26,35,0.426229508196721,No,-107.3,42.6,0,39,0.0803324099722992,12.4705329637485
TA,K22A,51,10,0.836065573770492,No,-106.5,42.7,0,147,0.157894736842105,13.1610189278523
TA,K23A,12,49,0.19672131147541,No,-105.6,42.8,0,14,0.03601108033241,9.64581030666248
TA,K24A,14,47,0.229508196721311,No,-104.8,42.7,0,17,0.038781163434903,12.5902515074338
TA,K24K,34,27,0.557377049180328,No,-145.8,63.8,0,58,0.124653739612188,12.7030932821289
TA,K25A,16,45,0.262295081967213,No,-103.9,42.6,0,20,0.0498614958448753,8.89101427620713
TA,K26A,17,44,0.278688524590164,No,-103.2,42.7,0,25,0.0554016620498615,11.7001071831289
TA,K27A,21,40,0.344262295081967,No,-102.2,42.7,0,25,0.0554016620498615,9.53658534414129
TA,K27K,55,6,0.901639344262295,No,-142.1,64.0,0,196,0.257617728531856,15.5832220366168
TA,K28A,14,47,0.229508196721311,No,-101.4,42.7,0,15,0.038781163434903,10.5757402985119
TA,K29A,20,41,0.327868852459016,No,-100.3,42.8,0,23,0.0526315789473684,10.8486683856073
TA,K29M,49,12,0.80327868852459,No,-137.5,63.8,0,114,0.171745152354571,14.2709566547808
TA,K30A,16,45,0.262295081967213,No,-99.6,42.7,0,24,0.0470914127423823,13.4578258087491
TA,K31A,18,43,0.295081967213115,No,-98.8,42.6,0,35,0.0470914127423823,12.1888364484507
TA,K32A,15,46,0.245901639344262,No,-98.0,42.7,0,25,0.038781163434903,13.526026688407
TA,K33A,22,39,0.360655737704918,No,-97.0,42.6,0,32,0.03601108033241,9.34383744285007
TA,K34A,15,46,0.245901639344262,No,-96.1,42.7,0,21,0.0332409972299169,12.7330704145741
TA,K35A,17,44,0.278688524590164,No,-95.2,42.7,0,22,0.038781163434903,13.0129964327401
TA,K36A,17,44,0.278688524590164,No,-94.5,42.6,0,19,0.0470914127423823,15.2330518448085
TA,K37A,13,48,0.213114754098361,No,-93.6,42.8,0,16,0.0415512465373961,19.5190336767061
TA,K38A,10,51,0.163934426229508,No,-92.8,42.6,0,14,0.0304709141274238,13.8661420098723
TA,K39A,16,45,0.262295081967213,No,-91.9,42.7,0,21,0.0443213296398892,21.0668967897787
TA,K40A,26,35,0.426229508196721,No,-91.1,42.7,0,31,0.0581717451523546,16.2699242096609
TA,K41A,19,42,0.311475409836066,No,-90.3,42.6,0,23,0.0443213296398892,19.2453475726723
TA,K42A,10,51,0.163934426229508,No,-89.3,42.8,0,11,0.0249307479224377,16.0424962845496
TA,K43A,22,39,0.360655737704918,No,-88.3,42.7,0,26,0.0581717451523546,14.5052619132652
TA,K46A,16,45,0.262295081967213,No,-85.8,42.7,0,21,0.0470914127423823,14.7144133017299
TA,K47A,18,43,0.295081967213115,Yes,-85.0,42.7,1,24,0.0498614958448753,12.1153112130699
TA,K48A,16,45,0.262295081967213,No,-84.1,42.8,0,19,0.0470914127423823,14.9142175671022
TA,K49A,15,46,0.245901639344262,No,-83.5,42.8,0,24,0.0526315789473684,13.214540297546
TA,K50A,9,52,0.147540983606557,No,-82.6,42.8,0,11,0.0277008310249307,15.6123300877756
TA,K51A,11,50,0.180327868852459,No,-81.5,42.7,0,13,0.0304709141274238,9.90459271818096
TA,K52A,9,52,0.147540983606557,No,-80.7,42.8,0,14,0.0304709141274238,16.0483244576961
TA,K54A,17,44,0.278688524590164,No,-78.7,42.6,0,32,0.074792243767313,17.7128879387556
TA,K55A,21,40,0.344262295081967,Yes,-78.1,42.7,1,33,0.0692520775623269,17.1319696481675
TA,K56A,21,40,0.344262295081967,No,-77.3,42.7,0,39,0.0692520775623269,14.8524558200309
TA,K57A,14,47,0.229508196721311,No,-76.5,42.7,0,24,0.0443213296398892,15.6491198157572
TA,K58A,17,44,0.278688524590164,Yes,-75.6,42.8,1,29,0.0554016620498615,13.398530348059
TA,K59A,16,45,0.262295081967213,No,-74.9,42.8,0,24,0.0554016620498615,14.0060294305001
TA,K60A,9,52,0.147540983606557,No,-73.9,42.6,0,12,0.0332409972299169,13.872077743405
TA,K61A,18,43,0.295081967213115,No,-73.3,42.7,0,25,0.0526315789473684,13.6451296438774
TA,K62A,15,46,0.245901639344262,No,-72.2,42.7,0,25,0.0498614958448753,13.0366688449002
TA,K63A,14,47,0.229508196721311,Yes,-71.5,42.7,1,22,0.0443213296398892,14.3617603592668
TA,KMSC,41,20,0.672131147540984,No,-81.3,35.1,0,71,0.102493074792244,13.1329525320573
TA,KSCO,53,8,0.868852459016393,No,-102.6,39.0,0,120,0.149584487534626,12.3954506608246
TA,L02A,14,47,0.229508196721311,No,-123.6,42.2,0,15,0.0304709141274238,13.3737095908269
TA,L02F,3,58,0.0491803278688525,No,-123.6,42.1,0,3,0.0083102493074792,12.3928829556798
TA,L04A,15,46,0.245901639344262,No,-121.9,42.2,0,15,0.0332409972299169,13.8403255782681
TA,L05A,16,45,0.262295081967213,Yes,-120.8,42.0,1,17,0.038781163434903,13.579713159636
TA,L07A,19,42,0.311475409836066,No,-119.3,42.0,0,27,0.0498614958448753,12.7016419704785
TA,L08A,24,37,0.39344262295082,No,-118.3,42.2,0,36,0.0692520775623269,16.0602035488763
TA,L09A,19,42,0.311475409836066,Yes,-117.7,42.0,1,29,0.0637119113573407,13.6358610864242
TA,L10A,27,34,0.442622950819672,Yes,-116.5,42.1,1,39,0.0664819944598338,15.9137482526758
TA,L11A,25,36,0.409836065573771,No,-115.8,42.2,0,37,0.0692520775623269,17.0120557240319
TA,L12A,23,38,0.377049180327869,No,-115.0,42.1,0,33,0.0609418282548476,15.6174596034526
TA,L13A,27,34,0.442622950819672,No,-113.9,42.1,0,38,0.0609418282548476,14.7861016607838
TA,L14A,22,39,0.360655737704918,No,-113.2,42.0,0,34,0.0581717451523546,17.0905422334974
TA,L14K,34,27,0.557377049180328,No,-162.7,61.3,0,76,0.152354570637119,16.3233544841818
TA,L15A,31,30,0.508196721311475,No,-112.4,42.0,0,44,0.0692520775623269,16.2042483223337
TA,L15K,42,19,0.688524590163934,No,-161.5,61.7,0,99,0.182825484764543,15.2432575982877
TA,L16A,30,31,0.491803278688525,No,-111.4,42.0,0,42,0.07202216066482,16.5884015363538
TA,L16K,44,17,0.721311475409836,Yes,-159.5,61.7,1,94,0.182825484764543,15.4377830232037
TA,L17A,25,36,0.409836065573771,No,-110.9,42.1,0,37,0.0581717451523546,18.0153013298081
TA,L17K,44,17,0.721311475409836,Yes,-158.3,62.1,1,81,0.160664819944598,14.9557089358034
TA,L18A,23,38,0.377049180327869,Yes,-110.0,41.9,1,26,0.0609418282548476,16.3542356315676
TA,L18K,31,30,0.508196721311475,Yes,-156.7,62.2,1,49,0.110803324099723,14.8576905726561
TA,L19A,21,40,0.344262295081967,No,-109.4,42.1,0,26,0.0554016620498615,13.9707195159928
TA,L19K,40,21,0.655737704918033,No,-154.9,62.2,0,105,0.185595567867036,14.8649681311816
TA,L20A,20,41,0.327868852459016,No,-108.3,42.0,0,24,0.0554016620498615,13.8453147976724
TA,L20K,37,24,0.60655737704918,No,-153.9,62.5,0,99,0.18005540166205,15.6551204427903
TA,L21A,29,32,0.475409836065574,No,-107.4,42.0,0,41,0.0803324099722992,16.0257125737792
TA,L22A,29,32,0.475409836065574,No,-106.4,42.0,0,41,0.0886426592797784,13.0362353214977
TA,L22K,5,56,0.0819672131147541,No,-150.8,62.5,0,6,0.0138504155124654,10.7742259112865
TA,L23A,22,39,0.360655737704918,No,-105.7,42.1,0,30,0.0609418282548476,13.6605460615125
TA,L24A,22,39,0.360655737704918,No,-104.9,42.0,0,26,0.0581717451523546,14.5060057707846
TA,L25A,10,51,0.163934426229508,No,-104.0,42.2,0,13,0.0304709141274238,10.5257148316256
TA,L26A,13,48,0.213114754098361,No,-103.1,42.0,0,15,0.038781163434903,9.25117864962101
TA,L26K,43,18,0.704918032786885,Yes,-143.3,63.0,1,90,0.155124653739612,17.5347606496558
TA,L27A,8,53,0.131147540983607,No,-102.3,42.1,0,8,0.0221606648199446,10.0524389128147
TA,L27K,51,10,0.836065573770492,Yes,-141.8,63.1,1,180,0.235457063711911,14.9892244591379
TA,L28A,7,54,0.114754098360656,No,-101.5,42.0,0,8,0.0221606648199446,10.1214134346831
TA,L29A,15,46,0.245901639344262,No,-100.5,42.1,0,16,0.038781163434903,8.04713422594025
TA,L29M,47,14,0.770491803278688,No,-138.1,63.1,0,138,0.174515235457064,15.6982112173761
TA,L30A,13,48,0.213114754098361,No,-99.7,41.9,0,14,0.0332409972299169,11.403179915365
TA,L31A,16,45,0.262295081967213,No,-98.8,42.2,0,23,0.0470914127423823,12.603850016311
TA,L32A,9,52,0.147540983606557,No,-98.0,42.0,0,13,0.0249307479224377,10.0992955300482
TA,L33A,13,48,0.213114754098361,No,-97.3,42.2,0,24,0.0221606648199446,11.4001856614977
TA,L34A,20,41,0.327868852459016,No,-96.4,42.0,0,38,0.0443213296398892,11.9491394478663
TA,L35A,13,48,0.213114754098361,No,-95.5,42.1,0,17,0.03601108033241,11.7885973428008
TA,L36A,18,43,0.295081967213115,No,-94.7,42.1,0,24,0.0443213296398892,15.1524611970083
TA,L37A,7,54,0.114754098360656,No,-93.8,42.1,0,9,0.0221606648199446,12.6212646258948
TA,L38A,9,52,0.147540983606557,No,-93.0,42.1,0,12,0.0249307479224377,15.7706943763135
TA,L39A,18,43,0.295081967213115,No,-92.0,42.1,0,21,0.0415512465373961,17.0339399467017
TA,L40A,18,43,0.295081967213115,Yes,-91.2,42.1,1,20,0.038781163434903,13.5439313800819
TA,L41A,16,45,0.262295081967213,Yes,-90.5,42.1,1,20,0.0415512465373961,17.4420413624959
TA,L42A,14,47,0.229508196721311,No,-89.7,42.0,0,16,0.0415512465373961,15.5378877185832
TA,L43A,13,48,0.213114754098361,No,-88.7,42.2,0,15,0.038781163434903,16.9265396225808
TA,L44A,35,26,0.573770491803279,No,-87.9,42.2,0,51,0.105263157894737,13.6060039559238
TA,L46A,16,45,0.262295081967213,No,-86.3,42.0,0,19,0.0415512465373961,14.2985328791339
TA,L47A,16,45,0.262295081967213,No,-85.2,42.0,0,17,0.0415512465373961,21.6739817299979
TA,L48A,18,43,0.295081967213115,No,-84.4,41.9,0,28,0.0692520775623269,17.5065364125803
TA,L49A,18,43,0.295081967213115,No,-83.8,42.1,0,23,0.0554016620498615,17.3667998082934
TA,L50A,16,45,0.262295081967213,No,-82.8,42.0,0,22,0.0554016620498615,11.5390339620992
