Network,Station,CoveredEpicentralDistances,UncoveredEpicentralDistances,EpiDistRatio,Accepted,faceLon,faceLat,AcceptedNumeric,nrec,BazRatio,AvgSNR
TA,D28A,9,52,0.147540983606557,No,-100.6,47.2,0,9,0.0221606648199446,9.6170471827806
TA,D28M,27,34,0.442622950819672,No,-138.7,69.3,0,55,0.0914127423822715,13.8544042633736
TA,D29A,8,53,0.131147540983607,Yes,-99.6,47.1,1,10,0.0221606648199446,11.4802088099317
TA,D30A,15,46,0.245901639344262,No,-98.8,47.1,0,15,0.0332409972299169,15.7845273386535
TA,D31A,15,46,0.245901639344262,No,-97.7,47.0,0,23,0.0415512465373961,15.3114841482486
TA,D32A,16,45,0.262295081967213,No,-97.0,47.1,0,22,0.0415512465373961,12.0578174844857
TA,D33A,19,42,0.311475409836066,No,-95.8,47.1,0,28,0.0470914127423823,13.1666305962525
TA,D34A,16,45,0.262295081967213,No,-95.2,47.1,0,24,0.038781163434903,13.2796718219398
TA,D35A,15,46,0.245901639344262,No,-94.1,47.1,0,25,0.0443213296398892,18.3669899227543
TA,D36A,16,45,0.262295081967213,No,-93.2,47.2,0,20,0.0415512465373961,16.0405235573186
TA,D37A,18,43,0.295081967213115,No,-92.4,47.2,0,21,0.0415512465373961,15.5056501890212
TA,D41A,19,42,0.311475409836066,No,-88.6,47.1,0,22,0.0526315789473684,20.7588514940249
TA,D46A,23,38,0.377049180327869,No,-84.0,46.9,0,34,0.0664819944598338,12.2069815374508
TA,D47A,18,43,0.295081967213115,Yes,-83.1,47.1,1,31,0.0692520775623269,13.9859071441247
TA,D48A,19,42,0.311475409836066,No,-81.8,47.2,0,31,0.0664819944598338,13.0490607855336
TA,D49A,16,45,0.262295081967213,No,-81.4,47.3,0,25,0.0526315789473684,11.4431481796787
TA,D50A,25,36,0.409836065573771,Yes,-79.8,47.2,1,38,0.07202216066482,13.6075548867121
TA,D51A,18,43,0.295081967213115,Yes,-79.4,47.1,1,30,0.0692520775623269,13.0365460002451
TA,D52A,20,41,0.327868852459016,No,-78.4,47.0,0,32,0.0692520775623269,13.0871895020484
TA,D53A,21,40,0.344262295081967,No,-77.7,47.1,0,36,0.0858725761772853,17.7821429551952
TA,D54A,16,45,0.262295081967213,Yes,-76.7,47.2,1,30,0.0609418282548476,14.897410773354
TA,D55A,14,47,0.229508196721311,No,-75.5,47.0,0,24,0.0498614958448753,12.3847059641312
TA,D56A,17,44,0.278688524590164,Yes,-74.8,47.0,1,23,0.0526315789473684,12.5331932461478
TA,D57A,16,45,0.262295081967213,No,-73.9,47.0,0,20,0.0498614958448753,13.2606981185923
TA,D58A,18,43,0.295081967213115,Yes,-72.9,47.1,1,28,0.0581717451523546,13.1940433636961
TA,D59A,14,47,0.229508196721311,No,-71.8,47.0,0,20,0.0470914127423823,12.958549614366
TA,D60A,13,48,0.213114754098361,No,-70.9,46.9,0,21,0.0470914127423823,14.6139286425176
TA,D61A,16,45,0.262295081967213,No,-70.2,47.2,0,22,0.0526315789473684,14.5460488019261
TA,D62A,14,47,0.229508196721311,Yes,-69.1,47.1,1,21,0.0443213296398892,14.4169917513431
TA,D63A,16,45,0.262295081967213,Yes,-68.1,47.0,1,21,0.0526315789473684,14.8248528980968
TA,E03A,25,36,0.409836065573771,No,-123.6,46.5,0,32,0.0692520775623269,11.3067734596953
TA,E04A,8,53,0.131147540983607,No,-122.7,46.6,0,8,0.0221606648199446,11.3480781471162
TA,E05A,20,41,0.327868852459016,No,-121.8,46.6,0,23,0.0498614958448753,14.1869770743928
TA,E06A,22,39,0.360655737704918,No,-121.0,46.5,0,31,0.0664819944598338,13.6305962393951
TA,E07A,27,34,0.442622950819672,No,-119.9,46.6,0,37,0.0692520775623269,15.9959829164039
TA,E08A,22,39,0.360655737704918,No,-119.1,46.5,0,29,0.0609418282548476,15.4318126348449
TA,E09A,21,40,0.344262295081967,Yes,-118.1,46.5,1,26,0.0609418282548476,16.363601575136
TA,E10A,11,50,0.180327868852459,No,-117.1,46.5,0,14,0.0304709141274238,11.3727651939935
TA,E11A,13,48,0.213114754098361,No,-116.2,46.4,0,17,0.038781163434903,18.7711147676254
TA,E12A,21,40,0.344262295081967,Yes,-115.6,46.4,1,32,0.0526315789473684,15.2224582997509
TA,E13A,32,29,0.524590163934426,No,-114.2,46.4,0,43,0.07202216066482,16.5382579878344
TA,E14A,36,25,0.590163934426229,No,-113.5,46.4,0,48,0.0831024930747922,14.27519160709
TA,E15A,28,33,0.459016393442623,No,-112.6,46.4,0,40,0.0803324099722992,16.0448335445126
TA,E16A,32,29,0.524590163934426,No,-111.7,46.5,0,42,0.074792243767313,13.2065826398961
TA,E17A,28,33,0.459016393442623,No,-110.9,46.5,0,44,0.0831024930747922,16.2138938017717
TA,E17K,51,10,0.836065573770492,Yes,-161.8,67.1,1,149,0.204986149584488,14.996984987027
TA,E18A,23,38,0.377049180327869,No,-109.9,46.6,0,28,0.0609418282548476,13.0693562674636
TA,E18K,43,18,0.704918032786885,No,-160.6,67.4,0,114,0.171745152354571,15.5939309254435
TA,E19A,20,41,0.327868852459016,No,-108.8,46.5,0,26,0.0609418282548476,10.9665909170464
TA,E19K,54,7,0.885245901639344,Yes,-157.2,67.5,1,147,0.210526315789474,15.7289003778054
TA,E20A,23,38,0.377049180327869,No,-108.1,46.5,0,31,0.0692520775623269,10.9419352481629
TA,E20K,45,16,0.737704918032787,No,-156.2,68.3,0,116,0.174515235457064,14.2305631884679
TA,E21A,29,32,0.475409836065574,Yes,-107.1,46.5,1,38,0.0803324099722992,11.5866264499118
TA,E21K,45,16,0.737704918032787,No,-154.0,68.4,0,96,0.155124653739612,14.6727577305879
TA,E22A,16,45,0.262295081967213,No,-105.9,46.4,0,19,0.0470914127423823,10.0375178559956
TA,E22K,56,5,0.918032786885246,No,-151.8,68.1,0,155,0.202216066481994,16.9741137881181
TA,E23A,14,47,0.229508196721311,No,-105.3,46.5,0,16,0.03601108033241,10.4140147698123
TA,E23K,57,4,0.934426229508197,No,-149.6,68.1,0,187,0.213296398891967,16.2284206236858
TA,E24A,14,47,0.229508196721311,No,-104.3,46.6,0,15,0.0332409972299169,9.23548616346294
TA,E24K,55,6,0.901639344262295,No,-148.5,68.1,0,134,0.193905817174515,16.0534238599192
TA,E25A,11,50,0.180327868852459,No,-103.4,46.5,0,11,0.0221606648199446,11.4181897984407
TA,E25K,49,12,0.80327868852459,No,-145.6,68.1,0,110,0.168975069252078,14.0731875067753
TA,E26A,11,50,0.180327868852459,No,-102.5,46.5,0,11,0.0221606648199446,9.37773504711929
TA,E27A,11,50,0.180327868852459,No,-101.6,46.4,0,11,0.0277008310249307,10.4086313533568
TA,E27K,48,13,0.786885245901639,No,-141.6,68.2,0,130,0.191135734072022,15.1085982056212
TA,E28A,10,51,0.163934426229508,No,-100.7,46.6,0,10,0.0249307479224377,11.6523431171261
TA,E28M,44,17,0.721311475409836,No,-139.5,68.6,0,101,0.163434903047091,15.0435095777551
TA,E29A,10,51,0.163934426229508,Yes,-99.6,46.6,1,12,0.0277008310249307,11.3913177756296
TA,E29M,50,11,0.819672131147541,No,-137.9,68.4,0,102,0.152354570637119,13.408364609395
TA,E30A,14,47,0.229508196721311,No,-98.9,46.5,0,16,0.0332409972299169,13.6194100122621
TA,E31A,25,36,0.409836065573771,No,-97.9,46.6,0,51,0.0609418282548476,13.3009611411187
TA,E32A,14,47,0.229508196721311,No,-97.1,46.6,0,27,0.038781163434903,13.2679185150866
TA,E33A,23,38,0.377049180327869,No,-96.0,46.5,0,44,0.0581717451523546,14.6776685571742
TA,E34A,20,41,0.327868852459016,No,-95.2,46.5,0,33,0.0581717451523546,13.9250097554116
TA,E35A,21,40,0.344262295081967,No,-94.4,46.6,0,33,0.0470914127423823,14.2297100558823
TA,E36A,16,45,0.262295081967213,No,-93.3,46.5,0,29,0.0470914127423823,15.7301326746686
TA,E37A,15,46,0.245901639344262,No,-92.4,46.6,0,18,0.0332409972299169,15.5703559417242
TA,E38A,19,42,0.311475409836066,No,-91.6,46.6,0,22,0.0526315789473684,14.0517660374163
TA,E39A,18,43,0.295081967213115,No,-90.6,46.4,0,22,0.0470914127423823,24.8597303234634
TA,E40A,18,43,0.295081967213115,No,-89.9,46.4,0,22,0.0470914127423823,14.3432375720607
TA,E41A,11,50,0.180327868852459,No,-89.0,46.5,0,13,0.0304709141274238,25.9727664672856
TA,E42A,20,41,0.327868852459016,No,-87.9,46.4,0,22,0.0470914127423823,25.5365146308463
TA,E43A,21,40,0.344262295081967,No,-87.0,46.4,0,28,0.0637119113573407,22.5578440700377
TA,E44A,18,43,0.295081967213115,No,-85.9,46.6,0,22,0.0526315789473684,14.9628671961373
TA,E45A,11,50,0.180327868852459,No,-85.2,46.4,0,12,0.0332409972299169,23.7859799035708
TA,E46A,13,48,0.213114754098361,No,-84.3,46.4,0,15,0.03601108033241,11.0120293282283
TA,E47A,18,43,0.295081967213115,Yes,-83.3,46.5,1,28,0.0581717451523546,15.18172022724
TA,E48A,20,41,0.327868852459016,No,-82.2,46.5,0,33,0.07202216066482,12.4158723811612
TA,E50A,19,42,0.311475409836066,No,-80.7,46.4,0,26,0.0609418282548476,12.3926676003623
TA,E51A,22,39,0.360655737704918,Yes,-79.5,46.5,1,38,0.0831024930747922,12.1696548633766
TA,E52A,17,44,0.278688524590164,No,-78.7,46.3,0,31,0.0664819944598338,11.1795572677916
TA,E53A,20,41,0.327868852459016,No,-77.7,46.4,0,37,0.0775623268698061,13.5066045793291
TA,E54A,22,39,0.360655737704918,Yes,-77.2,46.4,1,35,0.0775623268698061,15.5408041755602
TA,E55A,12,49,0.19672131147541,No,-76.1,46.5,0,18,0.0415512465373961,12.0907965375974
TA,E56A,8,53,0.131147540983607,No,-75.0,46.5,0,8,0.0221606648199446,11.1201401032161
TA,E57A,12,49,0.19672131147541,No,-74.1,46.4,0,20,0.0470914127423823,18.4259656484016
TA,E58A,18,43,0.295081967213115,Yes,-73.3,46.4,1,28,0.0554016620498615,14.5600243352572
TA,E59A,6,55,0.0983606557377049,No,-72.5,46.5,0,11,0.0193905817174515,11.6815782507439
TA,E60A,8,53,0.131147540983607,No,-71.4,46.4,0,10,0.0249307479224377,12.2532420676603
TA,E61A,15,46,0.245901639344262,No,-70.5,46.4,0,28,0.0498614958448753,16.2432532919238
TA,E62A,12,49,0.19672131147541,No,-69.5,46.6,0,20,0.0470914127423823,15.295349372822
TA,E63A,15,46,0.245901639344262,Yes,-68.5,46.4,1,22,0.0470914127423823,14.6887057534597
TA,E64A,11,50,0.180327868852459,No,-67.8,46.4,0,17,0.0415512465373961,18.6578226227886
TA,ELFS,11,50,0.180327868852459,No,-120.7,40.6,0,12,0.0277008310249307,11.4575864080217
TA,EPYK,53,8,0.868852459016393,No,-136.7,66.4,0,364,0.218836565096953,13.4133615275776
TA,F03A,12,49,0.19672131147541,No,-123.6,45.9,0,12,0.0332409972299169,11.4661854977674
TA,F04A,22,39,0.360655737704918,No,-122.4,45.9,0,30,0.07202216066482,15.0690007228494
TA,F05A,10,51,0.163934426229508,Yes,-121.5,45.9,1,13,0.03601108033241,12.800106301791
TA,F06A,15,46,0.245901639344262,No,-120.8,45.8,0,18,0.038781163434903,18.8041580971974
TA,F07A,29,32,0.475409836065574,No,-119.9,45.9,0,46,0.0914127423822715,13.0917337824838
TA,F08A,18,43,0.295081967213115,No,-118.8,45.8,0,21,0.0526315789473684,14.2297696132862
TA,F09A,19,42,0.311475409836066,No,-117.9,45.7,0,28,0.0637119113573407,13.7913890889093
TA,F10A,21,40,0.344262295081967,No,-117.2,46.0,0,33,0.07202216066482,13.0321651820771
TA,F11A,20,41,0.327868852459016,No,-116.2,45.9,0,30,0.0609418282548476,19.1970119806255
TA,F12A,33,28,0.540983606557377,Yes,-115.3,45.8,1,49,0.0886426592797784,16.3198484983338
TA,F13A,39,22,0.639344262295082,No,-114.3,45.8,0,52,0.0831024930747922,17.8904967114765
TA,F14A,41,20,0.672131147540984,No,-113.4,45.8,0,76,0.10803324099723,13.6055899748455
TA,F14K,45,16,0.737704918032787,Yes,-166.3,65.5,1,110,0.182825484764543,15.1855707663488
TA,F15A,30,31,0.491803278688525,Yes,-112.5,45.8,1,42,0.0803324099722992,17.4419585237682
TA,F15K,43,18,0.704918032786885,Yes,-164.6,65.7,1,92,0.166204986149584,14.9505565788619
TA,F16A,27,34,0.442622950819672,No,-111.6,45.8,0,35,0.0637119113573407,13.7514997863218
TA,F17A,22,39,0.360655737704918,No,-110.7,45.9,0,26,0.0526315789473684,14.7487078715415
TA,F17K,39,22,0.639344262295082,No,-161.3,66.4,0,82,0.160664819944598,14.1464953019002
TA,F18A,30,31,0.491803278688525,No,-109.7,45.9,0,41,0.0831024930747922,13.9580524488666
TA,F18K,32,29,0.524590163934426,No,-159.7,66.6,0,61,0.130193905817175,14.9511546047026
TA,F19A,24,37,0.39344262295082,Yes,-108.9,45.9,1,26,0.0637119113573407,10.4481505641085
TA,F19K,44,17,0.721311475409836,Yes,-157.8,66.8,1,106,0.171745152354571,15.1645844514753
TA,F20A,24,37,0.39344262295082,No,-108.1,45.8,0,34,0.0664819944598338,13.0278643967224
TA,F20K,45,16,0.737704918032787,No,-155.7,67.0,0,105,0.171745152354571,15.2363826507599
TA,F21A,14,47,0.229508196721311,No,-107.1,45.8,0,18,0.0415512465373961,8.44835986482094
TA,F21K,53,8,0.868852459016393,No,-153.5,67.2,0,142,0.227146814404432,16.4836675453881
TA,F22A,22,39,0.360655737704918,No,-106.3,45.8,0,23,0.0526315789473684,12.9112186470119
TA,F22K,54,7,0.885245901639344,No,-152.2,67.5,0,140,0.204986149584488,15.5937374951382
TA,F23A,11,50,0.180327868852459,No,-105.4,45.7,0,15,0.03601108033241,10.9175366580414
TA,F24A,13,48,0.213114754098361,No,-104.4,45.8,0,14,0.03601108033241,10.5607141935047
TA,F24K,52,9,0.852459016393443,Yes,-147.9,67.5,1,134,0.199445983379501,15.087739924189
TA,F25A,13,48,0.213114754098361,No,-103.5,45.9,0,14,0.03601108033241,10.8475215294912
TA,F25K,52,9,0.852459016393443,No,-145.6,67.6,0,148,0.202216066481994,14.8480964738791
TA,F26A,18,43,0.295081967213115,Yes,-102.7,45.9,1,20,0.0415512465373961,12.4003357630748
TA,F26K,51,10,0.836065573770492,Yes,-144.1,67.7,1,136,0.196675900277008,15.7248999713572
TA,F27A,9,52,0.147540983606557,Yes,-102.0,45.9,1,9,0.0193905817174515,8.45795611094415
TA,F28A,9,52,0.147540983606557,No,-100.8,45.8,0,10,0.0249307479224377,9.51897361891066
TA,F28M,45,16,0.737704918032787,Yes,-139.9,67.6,1,90,0.155124653739612,15.5521046084848
TA,F29A,12,49,0.19672131147541,No,-99.8,45.8,0,22,0.038781163434903,10.5725181696861
TA,F30A,14,47,0.229508196721311,No,-99.0,45.8,0,16,0.0277008310249307,9.06186224781263
TA,F30M,37,24,0.60655737704918,Yes,-135.8,67.6,1,64,0.110803324099723,12.8850625953053
TA,F31A,18,43,0.295081967213115,No,-98.3,45.9,0,28,0.0470914127423823,10.3959938270971
TA,F31M,47,14,0.770491803278688,No,-133.7,67.4,0,86,0.149584487534626,14.5408492250126
TA,F32A,15,46,0.245901639344262,No,-97.1,45.9,0,22,0.038781163434903,14.6263754084041
TA,F33A,13,48,0.213114754098361,No,-96.3,45.8,0,20,0.0332409972299169,11.1245041535202
TA,F34A,15,46,0.245901639344262,No,-95.3,45.8,0,22,0.038781163434903,13.2658688601009
TA,F35A,17,44,0.278688524590164,No,-94.6,45.9,0,24,0.0470914127423823,13.0931787895977
TA,F36A,11,50,0.180327868852459,No,-93.5,45.9,0,14,0.0277008310249307,15.9768677135583
TA,F37A,18,43,0.295081967213115,No,-92.6,45.7,0,21,0.0498614958448753,14.5635543305418
TA,F38A,20,41,0.327868852459016,No,-91.9,46.0,0,21,0.0526315789473684,12.9851248478728
TA,F39A,17,44,0.278688524590164,No,-90.9,45.9,0,22,0.0609418282548476,22.0108878483188
TA,F40A,14,47,0.229508196721311,No,-90.1,45.9,0,19,0.0415512465373961,25.2906648216394
TA,F41A,16,45,0.262295081967213,No,-89.1,45.7,0,17,0.03601108033241,22.1286857265811
TA,F42A,18,43,0.295081967213115,No,-88.1,45.8,0,22,0.0526315789473684,19.6843866705687
TA,F43A,14,47,0.229508196721311,No,-87.2,45.8,0,19,0.0470914127423823,25.5351914311513
TA,F44A,13,48,0.213114754098361,No,-86.4,46.0,0,18,0.038781163434903,24.457924546993
TA,F45A,24,37,0.39344262295082,No,-85.5,45.7,0,38,0.0831024930747922,20.7300118990739
TA,F46A,14,47,0.229508196721311,No,-84.8,45.8,0,16,0.038781163434903,23.7659646619281
TA,F48A,23,38,0.377049180327869,No,-82.6,45.8,0,37,0.074792243767313,12.5360473118174
TA,F49A,23,38,0.377049180327869,No,-82.0,45.8,0,36,0.0831024930747922,12.6201205956411
TA,F51A,19,42,0.311475409836066,Yes,-79.9,45.9,1,27,0.0637119113573407,11.4498972673009
TA,F52A,17,44,0.278688524590164,No,-79.3,45.8,0,25,0.0498614958448753,13.6774299228866
TA,F55A,17,44,0.278688524590164,No,-76.4,45.8,0,33,0.0692520775623269,13.4948856373673
TA,F57A,13,48,0.213114754098361,No,-74.7,45.8,0,20,0.0415512465373961,14.1114872141273
TA,F58A,10,51,0.163934426229508,No,-73.8,45.9,0,15,0.0332409972299169,12.0543456877541
TA,F59A,9,52,0.147540983606557,No,-72.8,45.9,0,10,0.0277008310249307,12.097955429344
TA,F60A,14,47,0.229508196721311,Yes,-72.0,46.0,1,21,0.0498614958448753,14.4638131545064
TA,F61A,13,48,0.213114754098361,No,-71.0,46.0,0,16,0.038781163434903,16.2069315805283
TA,F62A,15,46,0.245901639344262,No,-70.0,45.9,0,17,0.038781163434903,12.8499746357572
TA,F63A,12,49,0.19672131147541,No,-69.1,45.7,0,18,0.0443213296398892,11.4490171006679
TA,F64A,11,50,0.180327868852459,Yes,-68.3,45.9,1,18,0.0415512465373961,16.7326719091706
TA,G03A,16,45,0.262295081967213,No,-123.3,45.3,0,19,0.038781163434903,12.6845403258162
TA,G04A,20,41,0.327868852459016,No,-122.5,45.2,0,25,0.0554016620498615,10.8318668920576
TA,G05A,15,46,0.245901639344262,No,-121.3,45.2,0,20,0.0498614958448753,13.4033672537239
TA,G06A,25,36,0.409836065573771,Yes,-120.6,45.2,1,43,0.0803324099722992,15.3777561230182
TA,G07A,15,46,0.245901639344262,No,-119.7,45.3,0,18,0.038781163434903,11.8185311914523
TA,G08A,29,32,0.475409836065574,No,-119.0,45.3,0,45,0.0831024930747922,17.0386526183305
TA,G09A,22,39,0.360655737704918,No,-117.8,45.3,0,35,0.0692520775623269,17.8983787815834
TA,G10A,27,34,0.442622950819672,No,-117.1,45.3,0,41,0.07202216066482,17.3905826884301
TA,G11A,29,32,0.475409836065574,No,-116.3,45.4,0,42,0.0831024930747922,13.1004815831395
TA,G12A,25,36,0.409836065573771,No,-115.3,45.1,0,33,0.0609418282548476,13.0070745298781
TA,G13A,35,26,0.573770491803279,Yes,-114.2,45.1,1,49,0.0803324099722992,15.7329658098111
TA,G14A,31,30,0.508196721311475,No,-113.5,45.2,0,45,0.0858725761772853,13.8475928639178
TA,G15A,30,31,0.491803278688525,Yes,-112.5,45.2,1,44,0.074792243767313,17.9249513787391
TA,G15K,39,22,0.639344262295082,No,-164.0,65.0,0,95,0.163434903047091,14.3311355119667
TA,G16A,27,34,0.442622950819672,No,-111.8,45.2,0,35,0.07202216066482,17.4851712381193
TA,G16K,39,22,0.639344262295082,No,-162.4,65.4,0,111,0.171745152354571,13.6725870807619
TA,G17A,29,32,0.475409836065574,No,-110.7,45.3,0,43,0.0831024930747922,12.8490085098036
TA,G17K,48,13,0.786885245901639,Yes,-160.7,65.5,1,119,0.168975069252078,15.196082515242
TA,G18A,25,36,0.409836065573771,No,-109.6,45.3,0,32,0.0664819944598338,14.4804797400776
TA,G18K,52,9,0.852459016393443,No,-158.7,65.9,0,113,0.18005540166205,14.8875864564142
TA,G19K,49,12,0.80327868852459,Yes,-157.1,66.1,1,140,0.191135734072022,15.056883220743
TA,G20A,31,30,0.508196721311475,No,-108.2,45.2,0,43,0.0858725761772853,14.3687933571695
TA,G21A,15,46,0.245901639344262,No,-107.2,45.2,0,16,0.038781163434903,10.1820438680503
TA,G21K,51,10,0.836065573770492,Yes,-153.5,66.5,1,124,0.213296398891967,15.0315174924075
TA,G22A,11,50,0.180327868852459,No,-106.3,45.2,0,12,0.0304709141274238,11.3133393387238
TA,G22K,46,15,0.754098360655738,No,-151.5,66.9,0,77,0.149584487534626,13.1894522069509
TA,G23A,14,47,0.229508196721311,No,-105.4,45.2,0,15,0.0332409972299169,9.15482923504933
TA,G23K,55,6,0.901639344262295,Yes,-150.0,66.7,1,147,0.218836565096953,16.8695339707181
TA,G24A,15,46,0.245901639344262,No,-104.4,45.3,0,17,0.038781163434903,10.8114960242098
TA,G24K,46,15,0.754098360655738,No,-147.5,66.7,0,117,0.177285318559557,15.0666589322992
TA,G25A,13,48,0.213114754098361,No,-103.4,45.2,0,15,0.03601108033241,9.47629861943527
TA,G25K,37,24,0.60655737704918,No,-146.1,66.8,0,62,0.127423822714681,11.8984969093995
TA,G26A,11,50,0.180327868852459,Yes,-102.6,45.3,1,12,0.0277008310249307,9.36945350943519
TA,G26K,55,6,0.901639344262295,No,-143.8,66.9,0,157,0.207756232686981,15.0779876908852
TA,G27A,14,47,0.229508196721311,No,-101.9,45.4,0,18,0.038781163434903,9.67693385905547
TA,G27K,42,19,0.688524590163934,No,-141.7,66.8,0,84,0.152354570637119,15.5490934877357
TA,G28A,10,51,0.163934426229508,No,-100.9,45.1,0,15,0.0304709141274238,7.67893246588132
TA,G29A,13,48,0.213114754098361,No,-99.9,45.2,0,17,0.0304709141274238,12.8606484664172
TA,G29M,36,25,0.590163934426229,No,-138.0,66.9,0,66,0.119113573407202,14.1146837137584
TA,G30A,15,46,0.245901639344262,No,-99.1,45.1,0,21,0.03601108033241,12.9055538216273
TA,G30M,53,8,0.868852459016393,No,-136.2,67.0,0,111,0.163434903047091,15.6251872494333
TA,G31A,17,44,0.278688524590164,No,-98.2,45.2,0,32,0.0443213296398892,10.5391281486807
TA,G31M,39,22,0.639344262295082,No,-134.3,66.9,0,73,0.130193905817175,14.0258647522007
TA,G32A,15,46,0.245901639344262,No,-97.5,45.3,0,25,0.0415512465373961,10.523330895205
TA,G33A,12,49,0.19672131147541,No,-96.4,45.2,0,18,0.038781163434903,10.6754637014452
TA,G34A,17,44,0.278688524590164,No,-95.6,45.2,0,29,0.03601108033241,12.9799532901149
TA,G35A,11,50,0.180327868852459,No,-94.5,45.2,0,21,0.0332409972299169,12.2503312565713
TA,G36A,4,57,0.0655737704918033,No,-93.8,45.2,0,5,0.0138504155124654,12.2670425602612
TA,G38A,17,44,0.278688524590164,No,-91.9,45.2,0,18,0.0470914127423823,23.1399374497987
TA,G39A,25,36,0.409836065573771,No,-91.2,45.3,0,30,0.0692520775623269,19.9587760044446
TA,G40A,25,36,0.409836065573771,No,-90.2,45.3,0,33,0.07202216066482,16.4420922935507
TA,G41A,12,49,0.19672131147541,No,-89.2,45.2,0,14,0.0277008310249307,13.6742164806175
TA,G42A,11,50,0.180327868852459,No,-88.4,45.2,0,15,0.038781163434903,18.7031369523867
TA,G43A,15,46,0.245901639344262,Yes,-87.7,45.3,1,20,0.0415512465373961,19.4976036388121
TA,G45A,17,44,0.278688524590164,No,-85.7,45.0,0,30,0.0692520775623269,14.8979475452034
TA,G46A,15,46,0.245901639344262,No,-84.9,45.3,0,20,0.0498614958448753,14.4020320295338
TA,G47A,24,37,0.39344262295082,No,-83.9,45.2,0,33,0.0775623268698061,13.6887960663853
TA,G53A,20,41,0.327868852459016,Yes,-78.6,45.1,1,31,0.0554016620498615,11.3510856891821
TA,G54A,20,41,0.327868852459016,No,-78.1,45.4,0,33,0.07202216066482,13.3395755367941
TA,G55A,23,38,0.377049180327869,No,-76.7,45.3,0,35,0.074792243767313,13.6575733996841
TA,G57A,14,47,0.229508196721311,Yes,-75.0,45.1,1,20,0.0470914127423823,12.7757064448521
TA,G58A,10,51,0.163934426229508,No,-74.1,45.1,0,11,0.0304709141274238,11.8844694182459
TA,G59A,2,59,0.0327868852459016,No,-73.2,45.1,0,2,0.0055401662049861,6.05833629787932
TA,G60A,15,46,0.245901639344262,Yes,-72.3,45.1,1,21,0.0443213296398892,15.7575693105167
TA,G61A,13,48,0.213114754098361,No,-71.5,45.3,0,23,0.0498614958448753,15.1244374001486
TA,G62A,13,48,0.213114754098361,No,-70.5,45.2,0,24,0.0470914127423823,13.9687834068038
TA,G63A,14,47,0.229508196721311,No,-69.6,45.1,0,21,0.0443213296398892,16.4699092896263
TA,G64A,13,48,0.213114754098361,Yes,-68.8,45.3,1,20,0.0470914127423823,15.7020085666104
